['salt', 791]
['fløde, evt. halvt piskefløde', 1]
['kød af moden mango i tynde skiver', 1]
['groft stødt 5 slags peber', 1]
['fennikelknolde', 1]
['optøet udbenet lammekølle', 1]
['evt. paprika eller chili', 1]
['de pillede rejer', 1]
['kød af 500 tomater', 1]
['hattene af 250 g. champignoner', 1]
['det hvide af 1 bdt. forårsløg', 1]
['vand eller lys bouillon', 1]
['kernemasse af 500 g. tomater', 1]
['rensede stokke af 250 g. champignoner', 1]
['det grønne af 1 bdt. forårsløg', 1]
['grønlandske rejer med skal', 1]
['lys chokolade til stregpynt', 1]
['abrikoslikør', 1]
['halve, smuttede mandler til pynt', 1]
['smuttede, grofthakkede mandler', 1]
['evt. lidt grøn frugtfarve', 1]
['appelsinlikør', 1]
['revet skal af appelsin', 1]
['hvid chokolade til overtræk', 1]
['blød nougat', 1]
['revet agurk', 1]
['fedtstof til stegningen', 1]
['evt. 1 pastinak', 1]
['lidt selleri', 1]
['oksekød fra bryst eller skank eller højreb med ben', 1]
['appelsin skåret ud til både', 1]
['lidt olie til stegning', 1]
['magert flæskesmåkød', 1]
['helenelliker', 1]
['vin eller bouillon til stegning.', 1]
['blandede, istandgjorte grøntsager, f.eks. asparges, spidskål og majroer', 1]
['vand, så skankene er næsten dækkede', 1]
['rodfrugter', 1]
['kalve eller hønsebouillon', 1]
['nye kartofler, rensede', 1]
['hvidløg, groft hakket', 1]
['bredbladet persille, renset.', 1]
['oliven', 1]
['polentamel', 1]
['brødkrumme eller rasp', 1]
['vårsalat', 1]
['sukkerærterspirer', 1]
['spinatblade', 1]
['lammesky,kogt på ben og afpuds samt urterester', 1]
['mynte og løvstikkekviste', 1]
['dobbelt lammekamstykke', 1]
['planteolie til stegte æg', 1]
['landæg', 1]
['planteolie', 1]
['hvedemel til afbagning', 1]
['tomatpuree', 1]
['lammehalskød', 1]
['kartofler nye', 1]
['krydderurte miks', 1]
['evt. nogle kartofler', 1]
['piskefløde eller creme fraiche', 1]
['olivenolie eller smør', 1]
['et par tynde porrer', 1]
['evt. et fed hvidløg', 1]
['frisk timian og kørvel.', 1]
['en anelse revet peberrod', 1]
['løg, små nye', 1]
['lammeinderlår', 1]
['lidt rosiner', 1]
['makrelsalat', 1]
['leverposteg', 1]
['torskerogn', 1]
['peberkorn, knuste', 1]
['spinatblade, friske rensede', 1]
['agurk, i skiver', 1]
['friske, grønne asparges i mindre stykker', 1]
['kogte, kolde små nye kartofler', 1]
['krusemynteblade, friske hakkede', 1]
['fed hvidløg, pillede', 1]
['lammeryg, dobbelt med fedtkant', 1]
['fennikel, stødt', 1]
['fennikel, knold', 1]
['parmaskinke, tynde skiver', 1]
['kartofler til mos', 1]
['tigerrejer uden skal, kogte', 1]
['fersken. konserves', 1]
['pernod', 1]
['tigerrejer med skal, rå', 1]
['bouillonterning, fisk', 1]
['optøede kammuslinger', 1]
['lys saucejævner', 1]
['rensede grønne bønner', 1]
['fint salt', 1]
['røde kidneybønner', 1]
['hakket frisk rosmarin eller 2 tsk. tørret', 1]
['rød vineddike', 1]
['æg, som deles, og æggehviderne piskes', 1]
['usødet æblesaft', 1]
['frisk salvie som hakkes', 1]
['store løg som hakkes', 1]
['lammekrone med 12 koteletter', 1]
['reven skal af 1 citron', 1]
['rosmarin, hakket', 1]
['mynte, hakket', 1]
['kiwifrugter', 1]
['citronskiver', 1]
['flødeost med urter', 1]
['groftkværnet peber', 1]
['skrællede rodfrugter', 1]
['kartofler i skiver', 1]
['sprængt lammeskank', 1]
['squash med blomst', 1]
['artiskokbunde', 1]
['mini savoykål', 1]
['hjerte', 1]
['brun kalvesky', 1]
['skrællet bagekartoffel', 1]
['aubergine i vand', 1]
['snor', 1]
['synål', 1]
['røget kyllingebryst', 1]
['lammefilet afpareret', 1]
['lidt rom', 1]
['mango skåret i små stykker', 1]
['papaya skåret i små stykker', 1]
['pecan nødder', 1]
['krokodille tournedos', 1]
['evt. lidt trøffel i strimler', 1]
['bison ribeye filet', 1]
['sojabønnespirer', 1]
['springbuk steaks', 1]
['nødder', 1]
['saft fra 0.5 citron', 1]
['hakket koriander', 1]
['timian og merian', 1]
['blesbuksteaks', 1]
['fuld rørsukker', 1]
['fuld vineddike', 1]
['kænguru kød', 1]
['lammemørbrad eller 400 g lammefilet', 1]
['skivede løg', 1]
['hakkede og smuttede mandler', 1]
['krydderier fx tørret morgenfrueblomsterblade', 1]
['basmathiris', 1]
['smør og olivenolie', 1]
['gulerod skåret ud i tynde stave ca. 3 cm lange', 1]
['lammemørbrad el. andet mørt kød', 1]
['en sjat rødvin', 1]
['kanelbark', 1]
['kardemommebælge', 1]
['frisk revet ingefær eller stødt ingefær', 1]
['jordnøddesmør med hele nødder', 1]
['saft af en halv citron', 1]
['revet dansk emmentaler', 1]
['emmentaler. 45+', 1]
['rosmarin, frisk', 1]
['sølbede', 1]
['lidt flormelis', 1]
['rabarber', 1]
['nakkekoteletter af lam', 1]
['pænt frisk ingefær', 1]
['stødt rosmarin', 1]
['kartofler med skræl', 1]
['brød', 1]
['strimler af rå courgette', 1]
['frisk oregano eller 2 tsk. tørret', 1]
['frisk merian eller 2 tsk. tørret', 1]
['evt. rødløg', 1]
['mælk eller fløde', 1]
['sort kaviar', 1]
['skinke i strimler', 1]
['ganske lidt stødt ingefær', 1]
['mayonnaise smagt til med', 1]
['hvidløg olivenolie', 1]
['snor til snøring af lammemørbrad.', 1]
['akacie honning', 1]
['solsikke olie', 1]
['pistacie kærner', 1]
['hakket svinebov', 1]
['mandler eller valnødder', 1]
['lammekød fra bov eller bryst', 1]
['evt. 0.5 tsk. sukker', 1]
['citronsaft eller eddike', 1]
['bouillon fra kødet', 1]
['vand pr. liter vand', 1]
['dild og persillekviste', 1]
['lammekød af bryst eller ryg med ben', 1]
['frisk citronmelisse', 1]
['lammekoteletter ca 800 g.', 1]
['citronbåde', 1]
['fint hakket gul peberfrugt', 1]
['stykke frisk ingefær', 1]
['stege og grillolie', 1]
['dobbelte lammekoteletter, ca 700 g.', 1]
['stykke peberrod', 1]
['madæbler', 1]
['mager bacon', 1]
['kantareller i små stykker', 1]
['bage kartofter', 1]
['pommes darphin', 1]
['lille rådkål', 1]
['rødkålssalat', 1]
['lidt oliven olie', 1]
['lidt koldt usaltet smør', 1]
['vildtfond eller hønsefond', 1]
['saft af 2 appelsiner,', 1]
['honning,', 1]
['lidt oliven olie evt. fedt fra vildænderne', 1]
['reduceret vildfond', 1]
['mangoer', 1]
['hvidkålssalat med mormordressing', 1]
['sovs', 1]
['hvide og eller ristede kartofler', 1]
['vildænder, f.eks. gråænder eller 4 krikænder', 1]
['suppe eller sky', 1]
['fløde eller creme fraiche', 1]
['evt. lidt majsstivelse & fløde', 1]
['små pillekartofler', 1]
['kalvebouillon', 1]
['solbær', 1]
['vildand', 1]
['skrællede bagekartofler', 1]
['skrællet selleri', 1]
['skrællede persillerødder', 1]
['lidt smør til stegning', 1]
['æbler delt i kvarte uden kernehuset', 1]
['gråand', 1]
['balsamisk eddike', 1]
['rensede porrer', 1]
['rensede kantareller', 1]
['saft og skal af 1 citron', 1]
['et par dråber citron', 1]
['et ganske lille drys sukker', 1]
['meget klippet persille', 1]
['tørret eller frisk, skyllet, aftørret estragon', 1]
['dild. tørret', 1]
['sennep. brun. færdiglavet', 1]
['frisk dild skylles og aftørres omhyggeligt, anvendes tørret dild bruges 4 spsk.', 1]
['meget dild', 1]
['evt. vanilleis til pynt', 1]
['avocados', 1]
['rejer til pynt', 1]
['creme fraiche eller ymer', 1]
['modne avocados', 1]
['ferskrøget laks', 1]
['revet mild ost', 1]
['porrevand samt fløde', 1]
['smør til formen', 1]
['nedkogt sky', 1]
['ingrid marie æbler', 1]
['æblecider', 1]
['hvid vineddike', 1]
['kantareller', 1]
['rød portvin', 1]
['andefedt', 1]
['rødkålshoved', 1]
['evt. tyttebær eller ribs', 1]
['olie og smør til stegning', 1]
['alm. kantarel', 1]
['armagnac', 1]
['sveskeblommer', 1]
['pastinak eller persillerod', 1]
['skorzonerrod', 1]
['pæn stilk frisk rosmarin', 1]
['kraftig, lys bouillon', 1]
['andebrystfileter', 1]
['mørk kalvebouillon', 1]
['halvtør sherry', 1]
['evt. 1 dl revet parmesanost', 1]
['salvieblade eller 1 tsk. tørret salvie', 1]
['pennepasta', 1]
['evt. blåmuslinger', 1]
['lammekød uden sener', 1]
['lammefond eller hønsefond', 1]
['hønsesuppe', 1]
['grape', 1]
['porre i fint skåret strimler', 1]
['lammekød f.eks. kølle uden ben', 1]
['paprika rosen', 1]
['hvidkål skåret i tynde strimler', 1]
['ingefær skåret i tynde tråde', 1]
['honegar', 1]
['grøn chili', 1]
['persille.', 1]
['groftmalet peber', 1]
['lammesteak pr. person', 1]
['naturtarm i fingertykkelse', 1]
['lidt plukket timian', 1]
['most hvidløg', 1]
['lidt hakket løg', 1]
['røget bacon hakket', 1]
['græsk yoghurt', 1]
['tzatziki', 1]
['knap 1 dl mælk', 1]
['+ et par spsk. rasp', 1]
['hakkede soltørrede tomater', 1]
['hakkede sorte oliven', 1]
['mynte, tørret', 1]
['citronskal, reven', 1]
['tomater i tynde skiver', 1]
['frisk, hakket basilikum', 1]
['finthakket zittauerløg', 1]
['magert, hakket lammekød', 1]
['hvidkål i mindre stykker', 1]
['citron, saften af', 1]
['groft knust spidskommen', 1]
['vand til kogning', 1]
['alm. grøn salat, julesalat eller friske mælkebøtteblade', 1]
['rød salat', 1]
['grønne pimentofyldte oliven', 1]
['kantareller eller champion', 1]
['champion', 1]
['cognac eller kirsch', 1]
['roquefort ost', 1]
['porre i stykker', 1]
['salatagurker', 1]
['udbenet lammekød, nakke eller bov', 1]
['tabascosauce', 1]
['halskød', 1]
['hakkede friske krydderurter, f.eks. persille, rosmarin, merian, timian', 1]
['blødgjort smør', 1]
['stærk sennep', 1]
['chipotle chilipasta', 1]
['finthakkede jalapeno peber', 1]
['kaffe', 1]
['øl', 1]
['tern gørnsagsbouillon', 1]
['pureret tomat', 1]
['løgpulver', 1]
['stødt hvid peber', 1]
['tomat, moden', 1]
['magert bovkød', 1]
['små kulørte sukkeræg', 1]
['piskefløde, pisket til flødeskum', 1]
['stærk kaffe', 1]
['mandler, smuttede og groft hakkede', 1]
['påskebryg', 1]
['timian eller 0.5 tsk. tørret timian', 1]
['pillede skalotteløg', 1]
['gulerod, skåret i skiver', 1]
['lammeben', 1]
['fintsnittede purløg', 1]
['påskebryg, gem resten til løg', 1]
['lammekølle eller ryg med ben', 1]
['fint hakkede krydderurter, f.eks. purløg og citronmelisse eller koriander.', 1]
['frisk basilikum til pynt', 1]
['mozzarella', 1]
['sort eller hvid peber', 1]
['evt. citronmelisse til', 1]
['mangofrugt', 1]
['melon', 1]
['flødechokolade', 1]
['fragilitebund, kan bestilles hos en bager', 1]
['majskolber', 1]
['rødløg, hakket', 1]
['revet peberrod efter smag', 1]
['blancheret spinat til pynt', 1]
['svinenet, kan bestilles hos slagteren', 1]
['kyllingelever', 1]
['æble, belle de boscop', 1]
['brune ris', 1]
['lammesmåkød', 1]
['jomfruhummerkød fra 1 kg. jomfruhummer', 1]
['lammesadel', 1]
['mildt, finthakket løg', 1]
['filet af laks uden skind', 1]
['valnøddekerner, knuste', 1]
['frisk kørvel til pynt', 1]
['friske krydderurter efter smag til saucen herunder gerne korianderblade', 1]
['smør og vindruekerneolie til stegning', 1]
['lammefilet', 1]
['fint hakket frisk dild, estragon eller kørvel', 1]
['kogevand', 1]
['evt. dild eller persillekviste', 1]
['porre eller 1 løg', 1]
['salt pr l vand', 1]
['lammekød med ben f.eks. bov', 1]
['groft hakket persille', 1]
['frisk basilikum eller 1 spsk. tørret', 1]
['dobbelt lammeryg eller lammebov', 1]
['kød eller grøntsagsbouillon', 1]
['herbes de provence', 1]
['hakkede valdnøddekerner', 1]
['lidt frisk koriander', 1]
['lammekød uden ben, udskåret af bov eller hals', 1]
['syltet agurk eller asie', 1]
['syltede perleløg', 1]
['hestemørbrad, filet eller inderlår', 1]
['rød peber karry', 1]
['fintskåret gedekølle eller anden udskæring', 1]
['røget gedekølle', 1]
['raps', 1]
['rødvin eller gedevinen', 1]
['gedekoteletter', 1]
['purløg og salat.', 1]
['ristede pinjekerner', 1]
['kogte pillede kartofler i store stykker.', 1]
['revet fåreost', 1]
['finthakket duelever', 1]
['frisk salvie', 1]
['chianti classico', 1]
['finthakket fed hvidløg', 1]
['finthakket stilk bladselleri', 1]
['duer', 1]
['manchego', 1]
['fast fåreost', 1]
['lagret stærk pecorino', 1]
['chiliflager', 1]
['udstenede sorte oliven', 1]
['hele flåede tomater', 1]
['friskrevet emmentaler', 1]
['fåreost', 1]
['manchego, spansk fåreost', 1]
['havesyre', 1]
['portulak', 1]
['hakket purløg eller persille', 1]
['pecorini el. anden fast ost fx grana el.parmesan', 1]
['olivenolie eller vindruekerneolie', 1]
['revet fåreost eller svendbo ost', 1]
['passata', 1]
['ekstra jomfru oliven olie', 1]
['løgtern', 1]
['fåreost, fårefeta eller parmesan', 1]
['håndfulde grønne urter, rucola, havesyre, kørvel, persille.', 1]
['capers', 1]
['pancetta', 1]
['krumquats', 1]
['pistiacemarcipan', 1]
['tivolikrymmel', 1]
['vindruer. blå', 1]
['abrikos. konserves. let sukkerlage', 1]
['ren rå marcipan', 1]
['appelsinsaft, friskpresset', 1]
['pomeransskal', 1]
['sirup, mørk', 1]
['purløg, fintklippet', 1]
['lys kaviar', 1]
['lidt af agurklagen', 1]
['sorte oliven, hakkede', 1]
['syltet agurk, grofthakket', 1]
['mellemstort løg, hakket', 1]
['spegesildsfileter', 1]
['lammekød, kølle eller bov', 1]
['løg, groffhakket', 1]
['ristede mandelflager til pynt', 1]
['godt hvedebrød', 1]
['usvovlede,halverede abrikoser', 1]
['fint hakket hvidløg', 1]
['lammekød fra bov eller kølle', 1]
['evt. nigellafrø til drys', 1]
['til pensling', 1]
['koriander, hakket', 1]
['chili, finthakket', 1]
['skrællede kartofler i tern', 1]
['løg, finthakkede', 1]
['lunkent vand', 1]
['æg til pensling', 1]
['mørt lammekød i tern', 1]
['oregano og timian efter smag', 1]
['håndfuld frisk mynte', 1]
['olivenolie, til stegning', 1]
['bredbladet persille, finthakket', 1]
['blommer, i små stykker', 1]
['røget lammelår i tynde skiver', 1]
['løgsaft, preset i hvidløgspresseren', 1]
['syrligt æble, fx cox orange', 1]
['et stænk stærk paprika', 1]
['malede korianderfrø', 1]
['pressede hvidløg', 1]
['meget fint hakkede valnødder', 1]
['et bundt hakket persille', 1]
['persille og frisk dild', 1]
['majonaise', 1]
['kartofel', 1]
['evt. sukker efter smag', 1]
['flåede modne tomater', 1]
['lammekølle uden ben', 1]
['grydeklare lammeribbensstege', 1]
['knuste hasselnøddekerne', 1]
['kvæde', 1]
['hakket syltet ingefær', 1]
['stort hakket løg', 1]
['afdryppede kapers', 1]
['tyndtskåret citronskal i strimler', 1]
['agurker', 1]
['skalotteløg i halve eller kvarte', 1]
['skært lammekød fra køllen eller skært oksekød, tykstegsfilet eller velhængt inderlår', 1]
['lille ananas', 1]
['hakkede sorte oliven uden sten', 1]
['fintsnittede soltørrede tomater', 1]
['fintsnittede forårsløg', 1]
['agurk i tynde stave', 1]
['hele smuttede mandler', 1]
['svesker med sten', 1]
['appelsin appelsin skal herfra', 1]
['fersk lammekød i tern', 1]
['salatløg', 1]
['frisk hakket oregano eller merian', 1]
['små skrubbede kartofler', 1]
['gedeost', 1]
['græsk tzatzikicreme', 1]
['gulerødder i tern', 1]
['modne abrikoser', 1]
['syltet pomeranskal ca. 50 g', 1]
['ribs, friske', 1]
['rosmarin eller salvie', 1]
['løg, zittauer grofthakkede', 1]
['squash i små tern', 1]
['løse ris, parboiled', 1]
['kyllingekød, kogt', 1]
['hornfisk', 1]
['persille esdragon', 1]
['blåbær', 1]
['syltede ingefær', 1]
['acaciehonning', 1]
['kastanjepure', 1]
['hele æg', 1]
['jordbær', 1]
['bælgede ærter eller 125 g. sukkerærter', 1]
['majroer evt. i halve eller kvarte', 1]
['evt. mynteblade', 1]
['appelsinskiver', 1]
['henkogte ananasterninger', 1]
['hakkede valnøddekerner', 1]
['groftreven gulerod', 1]
['majs eller vindruekerneolie', 1]
['god håndfuld frisk basilikum', 1]
['pasta f.eks. båndspaghetti', 1]
['lidt rosmarin', 1]
['basmati ris', 1]
['maizena eller sovsejævner', 1]
['kyllingesuppe', 1]
['finthhakket chili', 1]
['god stærk karry', 1]
['løse majs', 1]
['kalkunkød', 1]
['reven muskat', 1]
['tomater eller 1 ds flåede', 1]
['tørret pebermynte', 1]
['små persillekviste', 1]
['fetian i 0.5 cm tykke skiver', 1]
['tørrede usvovlede abricoser', 1]
['lammehakkekød', 1]
['jordnøddesmør', 1]
['jordnødder', 1]
['rød chilifrugt', 1]
['løg, 1 fed hvidløg', 1]
['fløde, bouillon eller vand', 1]
['små nye løg', 1]
['olie eller 25 g smør', 1]
['stor tomat', 1]
['stykke knækbrød', 1]
['frossen hel spinat', 1]
['torskefilet', 1]
['frisk, hakket persille', 1]
['knust fed hvidløg', 1]
['små, faste og skrællede kartofler', 1]
['høng himmelblå i mindre stykker', 1]
['friskhakket, bredbladet persille med stilk', 1]
['rødløg i både', 1]
['melede kartofler i store tern', 1]
['flûtes eller godt hvidt brød.', 1]
['flåede hakkede tomater', 1]
['hakket magert lammekød', 1]
['hvide bønner', 1]
['hakkede tomater med hvidløg', 1]
['hvedemel til panering', 1]
['koriander pulver', 1]
['lidt friskkværnet peber', 1]
['nelliker, stødt', 1]
['kardemomme, stødt', 1]
['rødvin eller bouillon', 1]
['lille dåse konc. tomatpuré', 1]
['friskhakket mynte', 1]
['kogte, løse ris', 1]
['bouillon eller grønsagsbouillon', 1]
['olivenolie,', 1]
['timian eller 1 tsk. tørret', 1]
['varm mælk', 1]
['tykke skiver daggammelt franskbrød', 1]
['stort bdt. persille', 1]
['provence krydderi', 1]
['bønnespirer, friske', 1]
['forårsløg finthakket med mest muligt af det grønne', 1]
['lange ris', 1]
['store champignoner', 1]
['mørt lammekød', 1]
['grønne oliven i skiver', 1]
['sky fra lammekødet', 1]
['herpes de provence', 1]
['udbenet snøret lammebov eller kølle', 1]
['evt. hakket persille', 1]
['evt. 1 fed presset hvidløg', 1]
['lidt olie eller smør', 1]
['reven skal og saft af 2 citroner', 1]
['maizena til jævning', 1]
['nogle dråber balsamico eddike', 1]
['nogle dråber madkulør', 1]
['solbærrom, appelsinlikør eller frugtsaft efter smag', 1]
['skrællede, skivede kiwifrugt', 1]
['skrællede, skivede bananer', 1]
['skivede jordbær', 1]
['skivede forårsløg', 1]
['snittede blegselleri', 1]
['revet skal af 1 citron', 1]
['evt. ekstra presset hvidløg', 1]
['flåede hakkede tomater med hvidløg', 1]
['tynde skiver lammesteaks af lammekølle', 1]
['presset hvidløg og herbes de provence', 1]
['flåede, hakkede tomater', 1]
['lidt persille eller salvieblade', 1]
['rensede grissetæer', 1]
['lammebove', 1]
['friskhakkede mynteblade', 1]
['magert hakket lammekød', 1]
['salvie eller 1 tsk. tørret', 1]
['mellemstore lammekoteletter eller 4 dobbelte koteletter på 2 cm. tykkelse', 1]
['lammeculotter, 2 stk.', 1]
['hakkede esdragonblade', 1]
['hakket persille, purløg og skalotteløg efter smag, ca 1 spsk af hver', 1]
['hindbærsyltetøj', 1]
['tvebakker', 1]
['lammekøllens ben', 1]
['kød fra lammekølle', 1]
['friske bønner', 1]
['evt. ganske lidt smør eller olie', 1]
['skinketerninger', 1]
['røget medisterpølse eller almindelige pølser', 1]
['perleløg, dybfrost', 1]
['barbecue krydderi', 1]
['stenfri vindruer', 1]
['mørke rosiner', 1]
['lille kvist frisk rosmarin eller 1 stk. tørret rosmarin', 1]
['evt. lidt hakket persille', 1]
['stor spsk. grovkornet dijonsennep', 1]
['vand eller lammebouillon', 1]
['evt. 15 g smør', 1]
['lammeculotter efter størrelse', 1]
['lammemedaljoner af ryg eller kølle 8 stk..', 1]
['grovkornet dijonsennep', 1]
['flåede hakkede tomater, gerne med basilikum', 1]
['lammebov, udbenet og snøret', 1]
['spidskommen stødt', 1]
['karry stærk', 1]
['lammesmåkødkød', 1]
['sorte peberkorn, stødes', 1]
['friske grønne korianderblade, hakkede', 1]
['dhansak masala', 1]
['tørrede røde chili', 1]
['hele spidskommensfrø', 1]
['tamarind', 1]
['friske grønne chili, frøene fjernes og de hakkes', 1]
['frisk ingefærrod, skrælles og hakkes fint', 1]
['hvidløg, skrælles og hakkes fint', 1]
['løg, hakkes', 1]
['tomater, skæres i småstykker', 1]
['kartofler, skrælles og skæres i terninger', 1]
['rød eller hvid græskar skrællet eller cougette, skæres i terninger', 1]
['aubergine, skåret i terninger', 1]
['ghee eller smør om nødvendigt', 1]
['middelstor tomat, hakkes fint', 1]
['laubærblade', 1]
['grønne kardemomme', 1]
['hel kanel', 1]
['frisk grønne chili, hakkes', 1]
['hvidløg, skrælles og hakkes groft', 1]
['frisk ingefærrod, skrælles og hakkes groft', 1]
['middelstore løg, hakkes groft', 1]
['frisk eller frossen spinat', 1]
['sennepsolie', 1]
['frøene af 2 store brune kardemomme', 1]
['anisfrø', 1]
['friske korianderblade samt rå usaltede cashewnødder efter behag', 1]
['lammekød, skåret i små terninger', 1]
['revet frisk ingefærrod', 1]
['hakkede grønne chilier', 1]
['mellemstore hakkede løg', 1]
['skært lammekød', 1]
['knust lauerbærblad', 1]
['40 g. smør og 50 g. hvedemel rørt sammen til smørbolle til jævning', 1]
['myntegele', 1]
['svesker uden sten, udblødt i vand', 1]
['brøndkarse', 1]
['skovsyre', 1]
['smør til formene', 1]
['filet af gedde', 1]
['flødeskum smagt til med finthakket, syltet ingefær', 1]
['fintrevet skal og saft af 1 citron', 1]
['fint hakket syltet ingefær', 1]
['lys sirup', 1]
['fint revet daggammelt brød minus skorpe', 1]
['hakket koriander blade', 1]
['hakket bredbladet persille', 1]
['flåede tomater på dåse eller en tilsvarende mængde flåede friske tomater', 1]
['safran tråde', 1]
['hakket fed hvidløg', 1]
['lime, saften', 1]
['mango', 1]
['persille fint hakket', 1]
['hvidløg fint hakket', 1]
['rå tigerrejer med skal', 1]
['fettucine', 1]
['evt.1 tsk reven citronskal', 1]
['til bagning', 1]
['øl. pilsner', 1]
['i tern bacon', 1]
['persillerødder', 1]
['kraftig fiskebouillon', 1]
['madæble, ca. 150 g gerne mutzu', 1]
['skalotteløg, fint hakket', 1]
['blendede hindbær', 1]
['blåskimmelost', 1]
['vildtfond', 1]
['kalvesky', 1]
['smør, koldt i tern', 1]
['evt. 1 tsk eddike', 1]
['tranebærsauce', 1]
['revet limeskal', 1]
['krydderiblanding', 1]
['farin', 1]
['finthakket lille løg', 1]
['ingefærknold', 1]
['fintrevet appelsinskal', 1]
['florsukker', 1]
['cremefraiche 38%', 1]
['grønne stikkelsbær', 1]
['appelsiner saften heraf', 1]
['bouqet garni', 1]
['perleløg, pillede', 1]
['usprøjtet citron', 1]
['smør til montering', 1]
['blå vindruer eller grønne vindruer', 1]
['friske eller frosne brombær', 1]
['groft peber', 1]
['hakkede enebær', 1]
['friskhakket kørvel', 1]
['friskhakket esdragon', 1]
['lidt citron saft', 1]
['lidt maizena', 1]
['piske fløde', 1]
['hønse fond', 1]
['karry efter smag', 1]
['sirup', 1]
['malt whisky', 1]
['fint hakket tomater eller 1 dåse hakket tomater', 1]
['grøn chili uden kerner', 1]
['hakkede mynteblade', 1]
['revet kokos', 1]
['faste mangofrugter.', 1]
['finthakket, frisk rød chili', 1]
['courget i skiver', 1]
['saften fra een lime', 1]
['lidt lime eller citron skal', 1]
['sorte oliven i skiver', 1]
['hakket rødløg', 1]
['tomater i tern', 1]
['frisk fint hakket grøn chili', 1]
['fint hakket gul peberfrugt uden kerner', 1]
['finthakket, røde chilier', 1]
['faste grønne mangofrugter.', 1]
['frisk mynte', 1]
['flået, hakkede tomater', 1]
['finthakket, grønne chili', 1]
['sorte løgfrø', 1]
['tørrede, røde chili', 1]
['hot karry pasta', 1]
['kokusmælk', 1]
['thai chili renset', 1]
['røget hellefisk strimlet', 1]
['agurk finthakket', 1]
['strimlet salat', 1]
['wasabi japansk peberrodspasta, ca. 0.33 tube eller 42 g', 1]
['rocola salat', 1]
['bananskalotteløg', 1]
['persille, bredbladet', 1]
['grønne muslinger, frosne', 1]
['ris, risotto', 1]
['ingefær, frisk finthakket', 1]
['friske kastanjer', 1]
['rødkål i tynde strimler', 1]
['skalotteløg i tynde skiver', 1]
['rucola salat', 1]
['friskrevet parmesanost', 1]
['frisk tagliolini', 1]
['groftskåret basilikumblade', 1]
['udstenet sorte oliven finthakket', 1]
['grofthakkede tomater', 1]
['hvidløg i tynde strimler', 1]
['røget hellefisk i små tern', 1]
['smør i tern', 1]
['frisk renset spinat', 1]
['sprødstegt bacon', 1]
['røget hellefisk i store tern', 1]
['friske rensede muslinger', 1]
['ristet sesamfrø', 1]
['tomater fra dåse', 1]
['rejer uden skal, kogte', 1]
['rejesalat', 1]
['laks koldrøget, i skiver', 1]
['rødtungefilet uden skind', 1]
['mellemstore kartofler', 1]
['fersk laks', 1]
['finthakket purløg', 1]
['nymalet peber', 1]
['rosa peberkorn', 1]
['finthakket dild', 1]
['røget laks i tynde skiver', 1]
['fersk laks i tynde skiver', 1]
['kogte kartofler  i  skiver', 1]
['dildkviste', 1]
['frisk ost', 1]
['røgede lakserester', 1]
['klippet  purløg', 1]
['tomater i terninger', 1]
['pillede skaldyr efter eget valg', 1]
['cajun krydderiblanding', 1]
['rød chili peber friskhakket', 1]
['rød peberfrugt skåret i tern', 1]
['bladselleri skåret i skiver', 1]
['basilikum, friskhakket', 1]
['røget laks, skåret i strimler', 1]
['blandet tagliatelle', 1]
['skiver røget laks', 1]
['kaffir limeblade groft hakket', 1]
['saften og skallen fra 1 lime', 1]
['fiskekraft', 1]
['løg finthakket', 1]
['frisk hakket persille', 1]
['frisk hakket rosmarin', 1]
['frisk hakket merian', 1]
['tagliatelle', 1]
['chili pulver', 1]
['bladselleri, skåret i små stykker', 1]
['kogte eller optøede ærter', 1]
['squash skåret i 1 cm lange stykker', 1]
['forårsløg i tynde skiver', 1]
['mangetou ærter skåret i halve', 1]
['rød peberfrugt i tynde skiver', 1]
['finthakket rød chili uden kerner', 1]
['tørret kinesiske nudler', 1]
['gulerødder i tynde skiver', 1]
['radiser, skåret i tynde skiver', 1]
['modne avocado', 1]
['blomkålshoved, delt i buketter', 1]
['cornichoner', 1]
['majroe, skåret i tern', 1]
['pasta penne', 1]
['grofthakket skalotteløg', 1]
['frisk koriander finthakket', 1]
['nye kogte kartofler i skiver', 1]
['mellemstore flået udkernet hakkede tomater', 1]
['grøn peberfrugt skåret i ringe', 1]
['squash i 2,5 cm lange stykker', 1]
['forårsløg, skåret i 1 cm lange stykker', 1]
['klippet merian', 1]
['lime saften heraf', 1]
['blancherede grønne asparges', 1]
['koldrøget laks i skiver', 1]
['mellemstore tomater', 1]
['moden avocado', 1]
['saften fra 2 lime', 1]
['rødløg i tynde skiver', 1]
['kapers uden væde', 1]
['tyndt skåret camenbert i skiver', 1]
['frisk spinat i strimler', 1]
['brøndkarse uden de hårde stilke', 1]
['pillet appelsin uden kerner og delt i både', 1]
['ristede mandelsplitter', 1]
['frisk ananas skrællet og uden stok skåret i terninger', 1]
['gulerod i terninger', 1]
['små kogte rødbeder skåret i skiver', 1]
['grønne grofthakkede oliven', 1]
['morzarella ost skåret i strimler', 1]
['skrællet og udstenet avocado', 1]
['koriander finthakket', 1]
['cayote eller squash', 1]
['frisk revet parmesan, til servering', 1]
['fettuccine', 1]
['frisk klippet purløg, gem lidt ekstra til pynt', 1]
['soltørret tomater', 1]
['store røde peberfrugter skåret i tynde ringe', 1]
['hårdkogte æg i skiver', 1]
