['salt', 896]
['malet peber', 1]
['rødløg i skiver', 1]
['rødt æble', 1]
['svinekamsteg', 1]
['evt. lidt saucejævner', 1]
['abrikoser', 1]
['rosmarinnåle', 1]
['reven, skrællet, frisk ingefærrod', 1]
['rød farve til fødevarer', 1]
['røget bacon', 1]
['svinekam uden ben og svær', 1]
['fintreven appelsinskal', 1]
['sød sherry', 1]
['let sammenpisket æg', 1]
['fintklippet purløg', 1]
['hakket kapers', 1]
['frisk fennikel, finthakket', 1]
['frisk findelt brødkrumme', 1]
['bacon i fine tern', 1]
['aceto balsamico eddike', 1]
['evt rødløg', 1]
['ingefær, syltet i sukkerlage', 1]
['sherry. tør', 1]
['svinefilet. helt afpudset. rå', 1]
['smørristede champignoner, ærter eller bønner samt små pillekartofler', 1]
['et par hele nelliker', 1]
['løg i kvarte', 1]
['fintsnittet bladselleri', 1]
['majsstivelse eller saucejævner', 1]
['siet sky', 1]
['svinekam med spæk', 1]
['knuste, sorte peberkorn', 1]
['svinekam uden svær, men med lidt af fedtet tilbage', 1]
['revet skal af en appelsin', 1]
['klippet', 1]
['majs', 1]
['salathoveder', 1]
['citron, revet skal af den', 1]
['lasagneplader', 1]
['nye gulerødder', 1]
['spareribs ca. 750 g', 1]
['sesamfrø, ristede', 1]
['hoisin sauce', 1]
['tørret ingefær', 1]
['fint hakket, udkernet, rød chili', 1]
['hakket, udkernet, rød chili', 1]
['purerede eller siede dåsetomater', 1]
['eventuel honning og cayennepeber', 1]
['sød soyasauce', 1]
['chili grillolie', 1]
['skrællede bagekartofler i tern', 1]
['gulerødder, i tern', 1]
['knoldselleri, fintskåret', 1]
['spareribs á 100 g, gerne banket lidt flade', 1]
['hakket mangochutney', 1]
['majskolber', 1]
['evt. lidt engelsk sovs el. soya', 1]
['lidt margarine', 1]
['kinesisk bl. krydderi', 1]
['grøn peber i skiver', 1]
['klar honning', 1]
['kødfulde spareribs 7,5cm lng', 1]
['mornay sovs', 1]
['forkogte lasagneplader', 1]
['koncentreret tomat pure', 1]
['chokolade til limning', 1]
['konfektmasse', 1]
['mandler, bitre', 1]
['kødfulde svineribben', 1]
['limefrugt', 1]
['stærk karrypasta eller 1 spsk.tørret karry', 1]
['hakket svinekød,ca 10 % fedt', 1]
['salvie, tørret', 1]
['basillikum', 1]
['kødsnor', 1]
['stenfri svesker', 1]
['sort kværnepeber', 1]
['lidt svinefedt', 1]
['firskkværnet peber', 1]
['polardkød', 1]
['fuglelever, hjerter og rensede kråser', 1]
['lidt salt og peber', 1]
['citronsaft til marinering', 1]
['muslinger fra dåse drænet vægt', 1]
['tigerrejer rå', 1]
['svinemørbrad afpudset', 1]
['kylling hel', 1]
['hakket frisk esdragon', 1]
['fransk lys dijonsennep', 1]
['svinemørbrader', 1]
['mornaysauce 14%', 1]
['hp sauce', 1]
['rugfler', 1]
['iceberg, salat', 1]
['svintarm, i saltlage', 1]
['svinekød, ikke for magert, f.eks. bov', 1]
['tarme', 1]
['lidt suppe fra sylte, eller lidt oksebouillon', 1]
['stødt peber', 1]
['revne løg', 1]
['fedt svinefars', 1]
['bønner', 1]
['hønse eller kalvebouillon', 1]
['medailloner af svinefilet, 2.5 cm tykke', 1]
['tomatpure eller ketchup', 1]
['barbecue sauce', 1]
['svinekoteletter eller filet', 1]
['lidt flæskefars', 1]
['lidt sukker – gerne rørsukker', 1]
['tørre abrikoser i små tern', 1]
['blade af 4 kviste timian', 1]
['fyldte pigeonæbler', 1]
['tykke vinterporrer', 1]
['persilleporrer', 1]
['en krydderurt f.eks 2 spsk snittede basilikum blade eller 1 spsk friske estragonblade', 1]
['vand, appelsin eller citronsaft', 1]
['grønsager i ensartede stykker', 1]
['saft og lidt skal af en ¼ citron', 1]
['majroer i tern', 1]
['korender eller små rosiner', 1]
['flåede udkernede tomater i tern', 1]
['bladselleri i tykke strimler', 1]
['i store tern', 1]
['auberginer i grove tern', 1]
['fennikel. frø', 1]
['blommer, friske udstenede', 1]
['rødvin. uspec.', 1]
['ingefærsaft', 1]
['majsstivelse udrørt i lidt koldt vand', 1]
['fintsnittet rød chili eller 1 tsk chilisauce', 1]
['vand eller lys bouillon', 1]
['rabarberkompot', 1]
['fintsnittet bredbladet persille', 1]
['frisk peber fra kværn', 1]
['lyst brød i tern', 1]
['ahornsirup', 1]
['spisekastanier', 1]
['vand eller hønsebouillon', 1]
['isterninger', 1]
['cornichoner', 1]
['rød peberfrugt i grove stykker', 1]
['daggammelt lyst brød uden skorpe', 1]
['urter fx persillestilke, timian, bladselleritop, peberkorn, frisk chili', 1]
['grønsager i små ensartede stykker, fx forårløg, bladselleri, champignon, gulerod', 1]
['tynde risnudler', 1]
['kogt kyllingekød, fx fra overlår', 1]
['lidt frisk ingefær', 1]
['stjerneanis', 1]
['halverede radiser', 1]
['halverede cherrytomater', 1]
['agurk i strimler', 1]
['pølser', 1]
['durumhvedemel', 1]
['håndvarmt vand', 1]
['sveskemos', 1]
['marmelade. uspec.', 1]
['rom', 1]
['lunken mælk', 1]
['stift marmelade', 1]
['ymer naturel', 1]
['hindbærmarmelade', 1]
['kold, rørt kagecreme', 1]
['plantemargarine', 1]
['glasur af', 1]
['pynt;', 1]
['lidt kold kaffe til pensling', 1]
['revet appelsinskal', 1]
['finthakket ingefær', 1]
['sukker – gerne rørsukker', 1]
['appelsinjuice', 1]
['hasselnødder', 1]
['granatæble', 1]
['appelsinskal, reven', 1]
['appelsinjuice. konserves', 1]
['rygeost', 1]
['capers', 1]
['syrligt æble fx elstar, i små tern', 1]
['bagte rødbeder, groft revet', 1]
['lidt rørsukker', 1]
['brombær', 1]
['fintsnittede lyse løvstikkeblade', 1]
['blomkål delt i buketter', 1]
['fintsnittet rød chili', 1]
['evt. snittet frisk koriander', 1]
['avocado skåret i lange tynde skiver', 1]
['mango skåret i lange tynde skiver', 1]
['blandede salatblade fx romaine, iceberg, radicchio og rucola', 1]
['løgkompot', 1]
['lammefilet med tynd fedtkant', 1]
['kartoffelmos med fennikel og æble', 1]
['bladselleri i tykke skiver', 1]
['løg i både', 1]
['oksekød i tynde skiver fx bov eller tykkam', 1]
['revet skal af 1 citron', 1]
['hakkede rosmarinnåle', 1]
['gulerødder i tykke mønter', 1]
['løg i store tern', 1]
['hvidløg delt i kvarte', 1]
['balsamico, lys', 1]
['finthakkede mynteblade', 1]
['bomuldssnor til snøring', 1]
['vineddike eller balsamico', 1]
['snittede krydderurter fx bredbladet persille og mynte', 1]
['cherrytomater i halve', 1]
['rødløg, halveret og i strimler på langs', 1]
['pilsner eller hvedeøl', 1]
['pilsner', 1]
['radiser', 1]
['frisk revet parmesan', 1]
['penne', 1]
['flåede tomater uden saft og kerner', 1]
['peberfrugter i store tern', 1]
['hvidløg flækket på langs', 1]
['auberginer i store tern', 1]
['nye eller 2 store gulerødder i tykke skiver', 1]
['rodselleri i store tern', 1]
['perleløg eller 3 bananskalotteløg i strimler på langs', 1]
['artiskokker', 1]
['strudsefilet i strimler', 1]
['evt. et par dl hønsebouillon', 1]
['løg delt i 8 både hver', 1]
['slanke courgetter i grove stykker', 1]
['nye kartofler i grove stykker', 1]
['hvidløg pillet i fed', 1]
['citronmelisse, frisk', 1]
['hvidløg, hele', 1]
['håndfuld kraftfulde krydderurter som fx timian', 1]
['bornholmerhane', 1]
['sukker, gerne rørsukker', 1]
['coxorange æble i små tern', 1]
['letknuste allehåndekorn', 1]
['porre i tykke skiver', 1]
['evt. fasanskrog', 1]
['lår og overlår af 2 fasaner', 1]
['løg i tern', 1]
['hedvin', 1]
['parmaskinke i små tern', 1]
['bladselleri i små tern', 1]
['løg i små tern', 1]
['unge duer delt i kvarte', 1]
['små aspargeskartofler', 1]
['syrligt æble i små tern fx elstar', 1]
['revet skal af 0.25 citron', 1]
['en håndfuld salvieblade', 1]
['laksefilet delt i 4 stykker', 1]
['lidt olie til pensling', 1]
['knust cayennepeber', 1]
['knust kanel', 1]
['knuste korianderfrø', 1]
['knust spidskommen', 1]
['laksefilet delt i 4', 1]
['lidt sort peber', 1]
['hele makrel', 1]
['rosenkålssalat', 1]
['varm mælk', 1]
['kartofler i grove stykker', 1]
['finthakket løg lidt fintsnittet top fra bladselleri', 1]
['fiskebøf', 1]
['kaffe', 1]
['æbler i tern', 1]
['snittede løg', 1]
['mørbrad, skåret i skiver på skrå', 1]
['karolines mornay sovs', 1]
['hakket pebermynteblade', 1]
['koncentreret tomatketchup', 1]
['lidt skinke', 1]
['rasp blødt op i 1 dl vand', 1]
['knuste grønne peberkorn', 1]
['mager fårefars', 1]
['evt. lidt chilipasta', 1]
['alm. lagereddike', 1]
['frisk koriander, basilikum eller mynte', 1]
['wok grønsager i tynde strimler f.eks. gulerod, forårsløg, sukkerærter og kål', 1]
['hakket, frisk ingefær', 1]
['torskfilet uden skind', 1]
['flåede skrubber', 1]
['blød gedeost', 1]
['en anelse rørsukker', 1]
['frisksnittet basilikum eller koriander', 1]
['lime, fintrevet skal heraf', 1]
['lime, saft heraf', 1]
['majskolbe', 1]
['syrnet fløde 9 eller gedeyoghurt', 1]
['røget laks i minitern, gerne fra halestykke', 1]
['bundt klippet purløg', 1]
['sukker afhængig af, hvor sur eddiken er', 1]
['grøn chili, finthakket', 1]
['lys eddike fx hvid balsamicoeddike', 1]
['appelsin i fileter', 1]
['avocado i både', 1]
['jomfruhummerhaler med skal', 1]
['frisk revet parmesanost', 1]
['fintsnittet persille og salvie', 1]
['citron, revet skal heraf', 1]
['græskar, uden kerner', 1]
['tørret knust ingefær', 1]
['yoghurt, a38 eller andet surmælksprodukt', 1]
['æbler, i små tern', 1]
['revet skal af en usprøjtet appelsin', 1]
['stødte nelliker', 1]
['dansk honning', 1]
['natron', 1]
['smør til stegning.', 1]
['oksekød', 1]
['plade butterdej', 1]
['sød chillisovs', 1]
['løg, revet', 1]
['hakket kød', 1]
['løg, reven', 1]
['hakket forårsløg', 1]
['majsmel blandet med 1 tsk vand', 1]
['hakkede chili', 1]
['risvin eller sherry', 1]
['peanutolie', 1]
['kyllingebryst uden skind', 1]
['kørvel, frisk', 1]
['ost. fast. 20+. alle typer', 1]
['peperfrugt', 1]
['stjerne anis', 1]
['hakket svinekød max 10% fedt', 1]
['thai chili', 1]
['frisk rød chili', 1]
['hakket svinekød 10 %', 1]
['risvin', 1]
['karry, mild', 1]
['perleløg, eddikesyltede', 1]
['kalkun i strimler', 1]
['butterdej, plade', 1]
['finhakket løg', 1]
['evt. stærk pebersauce', 1]
['balsamico, mørk', 1]
['koriander, stødt', 1]
['toastbrød, fint', 1]
['knorr mix til græsk moussaka', 1]
['lidt sovsekulør', 1]
['lidt reven muskatnød', 1]
['hvidløg, skåret i fine flager', 1]
['mellemstore løg, hakket fint', 1]
['frossen spinat, tøet og drænet', 1]
['syltede agurker, hakket', 1]
['kapers, hakket', 1]
['friskhakket eller 0.5 tsk. tørret esdragon', 1]
['brøndkarse til pynt.', 1]
['stegemargarine', 1]
['piskede æg', 1]
['løg skåret i kvarte', 1]
['mager spegeskinke', 1]
['pikant flødeost med løg og krydderurter', 1]
['hakket kalv og svinekød', 1]
['gammelt rundstykke', 1]
['revet skal fra en økologisk citron', 1]
['ekstra jomfruolivenolie', 1]
['høvlet fennikel', 1]
['salat', 1]
['fillodej', 1]
['hakket blandede kryderurter', 1]
['magert hakket svinekød', 1]
['kyllingebryst uden skind og ben', 1]
['parmaskinke uden fedt', 1]
['mozzarella', 1]
['eller 250 g friske finthakkede champignoner', 1]
['nogle få, friske korianderblade', 1]
['fintstrimlet, udkernet, rød chili', 1]
['sukke', 1]
['lys soyasauce', 1]
['svinekød, finthakket', 1]
['krabbekød, kogt', 1]
['frisk koriander, finthakket', 1]
['skinkekød, rå', 1]
['krydderbuket af 0.5 bundt persille, 1 laurbærblad, 1 løvstikkeblad', 1]
['skært svinekød, skinke eller bov', 1]
['kogevand fra kødbollerne', 1]
['karry, stærk', 1]
['kalvekød, hakket ca. 11% fedt', 1]
['kogt eller stegt svinekød', 1]
['æblecider eller hvidvin', 1]
['groft hakket salvie', 1]
['tørrede hakket abrikoser', 1]
['groft slat', 1]
['persille, hakkes', 1]
['svinebouillonterninger', 1]
['løg, i både', 1]
['rapsolie', 1]
['kaffefløde 9%', 1]
['kalkunbacon i skiver', 1]
['kalv og flæsk. hakket 11%', 1]
['5050', 1]
['svinekød. uspec. magert', 1]
['skinkestrimler, rå', 1]
['skinke. røget', 1]
['soya evt. fintsnittet chillipeber ringe', 1]
['lidt chilli', 1]
['knuste kryderpeberkorn', 1]
['marinade', 1]
['hjortekøllesteg', 1]
['ged eller oksekød, skåret i tern', 1]
['kardemommekapsler', 1]
['parmesan', 1]
['gedekølle, udbenet til skanken', 1]
['nye løg', 1]
['stødt fennikel', 1]
['et par kviste rosmarin', 1]
['gedebouillon eller vand', 1]
['blandede rodurter', 1]
['gedenakke, ca. 500 g reelt kød', 1]
['sammenpiskede æg', 1]
['gedekoteletter', 1]
['nye gulerødder med top', 1]
['tranebær', 1]
['kantareller', 1]
['medailloner af kronhjortefilet, ca. 100 g pr. person', 1]
['vildtben', 1]
['halve valnødder', 1]
['tranebær eller tyttebær', 1]
['karl johan eller kantareller', 1]
['blå castello', 1]
['gråsten æble eller andet smagfuldt rødt dansk æble', 1]
['kartoffel', 1]
['malabar peber', 1]
['hakket spæk', 1]
['hakket kronhjortekød', 1]
['uskorpet franskbrød', 1]
['muslinger fra dåse', 1]
['stegt kylling eller kanin', 1]
['safran eller 1 tsk. gurkemeje', 1]
['vand eller bedst fiskebouillon', 1]
['basmatisris', 1]
['frikskværnet peber', 1]
['kanin, flået og renset', 1]
['finthakket purløg', 1]
['stærk dijonsennep', 1]
['salt pr. pund', 1]
['frisk magert flæsk', 1]
['knivspids cayennepeber', 1]
['kaninkød uden ben', 1]
['yoghurt naturel el. fløde', 1]
['grogthakket valnødder', 1]
['æble sk. i både', 1]
['friskhakket timian', 1]
['svesker, spiseklare', 1]
['varm hønsebouillon', 1]
['kaninkød a 100 g.', 1]
['bladselleri i skiver', 1]
['løg skåret i kvarter', 1]
['røget bacon i striml.', 1]
['afpuds fra ryggen', 1]
['kaninforben', 1]
['smør, rørt med 1 spsk hvedemel', 1]
['oksefond eller bouillon', 1]
['frisk oregano', 1]
['friske rosmarinblade', 1]
['fed bacon i terninger', 1]
['glatbladet persille til pynt', 1]
['hvidvin el. cider', 1]
['grønne peberkorn', 1]
['græskar,skrællet u.kerner skåret i små stykker', 1]
['kaninkød skåret i mindre stk', 1]
['kaninindmad', 1]
['hjortefilet', 1]
['kaninkød', 1]
['fed presset hvidløg', 1]
['timian, gerne frisk', 1]
['krydderurtebuket af persille, timian og laurbærblade', 1]
['pilsner øl', 1]
['mager flæsk', 1]
['god rødvin', 1]
['tomat ketchup', 1]
['sauce af fedtstof', 1]
['hare eller kanin', 1]
['letsaltet flæsk', 1]
['røde eller gule peberfrugter', 1]
['evt. andre krydderier', 1]
['bearnaiseessens', 1]
['lidt esdragon', 1]
['fiskefileter', 1]
['flåede tomater, konserves', 1]
['tandstikkere', 1]
['laksefilet', 1]
['rensede sildefileter', 1]
['bouillon + vand', 1]
['sort stenbiderrogn', 1]
['sandwichbrød', 1]
['finthakket kinakål', 1]
['evt. sødemiddel', 1]
['carry', 1]
['kogt kold torsk', 1]
['citrosaft', 1]
['evt. klippet dild', 1]
['sødetabletter =  400 g. sukker', 1]
['skaldyr f.eks. en blanding af rejer, hummerhaler og skaldyrsmix', 1]
['tunfisk', 1]
['radise', 1]
['rugbrød. fuldkorn', 1]
['peber, sort, knust', 1]
['torskerogn, frisk', 1]
['brød lavet til rasp', 1]
['løgpulver', 1]
['hakket torskefilet', 1]
['groft brød', 1]
['porer', 1]
['krabbekød', 1]
['glas grønne asparges', 1]
['franskbrød a. 30 gr.', 1]
['frisk kværnet peber.', 1]
['torskefilet el. anden fisk du har adgang til', 1]
['tomatjuice. konserves', 1]
['majroer eller selleri', 1]
['krydderbuket', 1]
['rosmarin eller bladene fra en kvist rosmarin', 1]
['lammekød fra hals eller bryst', 1]
['groft hvedebrød', 1]
['hasselnød flager', 1]
['plastpose beregnet til fødevare', 1]
['grapefrugter eller 4 citroner', 1]
['okseflankesteaks i alt ¾ kg', 1]
['kogevand fra kødet', 1]
['lille stykke frisk peberrod', 1]
['suppe eller bouilon', 1]
['hvededmel', 1]
['orangemarmelade', 1]
['til glasering', 1]
['kaffefilter og bomuldssnor', 1]
['syrnet fløde eller creme fraiche 18%', 1]
['persillestik', 1]
['frisk citronsaft', 1]
['let sprængt oksespidsbryst', 1]
['allehånde, hel', 1]
['markchampignon', 1]
['oksebov med ben', 1]
['tomatpure konc.', 1]
['løvstikke tørret', 1]
['salvie tørret', 1]
['oksehaler hugget ud i leddene', 1]
['revet cheddar ost', 1]
['røget oksetyndsteg', 1]
['bøf tomater i skiver', 1]
['bagels', 1]
['tyksteg', 1]
['champignon i tern', 1]
['rumpsteak 2 stk.', 1]
['råstegte kartofler', 1]
['flute', 1]
['skivede markchampignon', 1]
['fuldmodne tomater', 1]
['god jomfruolivenolie', 1]
['finthakket, frisk koriander', 1]
['strimlet, rød chili', 1]
['friske korianderblade', 1]
['skrællet agurk i tynde skiver', 1]
['oksetykstegsfilet i 2.5 cm tykke bøffer', 1]
['udkernet, rød peberfrugt i skiver', 1]
['tykstegsfilet i tynde skiver', 1]
['hvidløg uden skal', 1]
['i kvarter', 1]
['skrællede kartofler i store tern', 1]
['tamarind sauce', 1]
['små løg i kvarter', 1]
['tykstegsfilet i store tern', 1]
['muslimsk karrypasta', 1]
['oksekød. tykstegsfilet uden kappe. rå', 1]
['hvidløg finthakket', 1]
['rødløg i store stykker', 1]
['god olie eller smør til stegning', 1]
['oksetykstegsfilet', 1]
['lidt hvidløg', 1]
['tomatpurè', 1]
['peberfrugt i stykker', 1]
['papaya uden skræl og kerner i stykker', 1]
['udstenede og finthakkede grønne oliven', 1]
['smuttede og finthakkede mandler', 1]
['oksetyksteg', 1]
['kaffe færdiglavet', 1]
['olie til smøring', 1]
['hakket peberfrugt', 1]
['groft sennep', 1]
['båndpasta, frisk', 1]
['sød chilisauce', 1]
['magert oksefars', 1]
['ristede jordnødder', 1]
['stegt røget flæsk', 1]
['samt lidt persille eller krusemynte', 1]
['indmad fra tomaterne', 1]
['rives', 1]
['tomatpasta', 1]
['store ikke for modne tomater', 1]
['evt revet ost', 1]
['evt. lidt vand senere', 1]
['krusemynte eller basilikum', 1]
['fed finthakkede hvidløg', 1]
['mellemstore finthakkede løg', 1]
['grisefars', 1]
['smuldret feta', 1]
['brød eller flutes', 1]
['lime. rå', 1]
['okseklump', 1]
['evt. 250 g pickles eller syltede agurker', 1]
['kartofter', 1]
['oksefond', 1]
['porter + 1 dl vand', 1]
['dansk oksetykkam', 1]
['timianblade', 1]
['brun fond', 1]
['oksehøjrebssteg uden ben', 1]
['oksehøjrebskotelet 2 stk.', 1]
['oksehøjreb med ben', 1]
['friske rosmarin og timiankviste', 1]
['oksemarvpibe', 1]
['groftreven knoldselleri', 1]
['groftrevne gulerødder', 1]
['magert hakket oksekød', 1]
['okseskank', 1]
['evt. 1 kraftben', 1]
['hvidkålshovede', 1]
['oksetværreb eller bryst', 1]
['evt. ristoppe, peberrodssauce', 1]
['melboller', 1]
['kødboller', 1]
['supperurter', 1]
['hakket råt oksekød', 1]
['lidt selleritop eller 1 bdt. persille', 1]
['porretoppe', 1]
['flaske øl', 1]
['smør, margarine eller fedt', 1]
['oksetværreb, savet til short rib', 1]
['parmesanost i skiver', 1]
['limejuice', 1]
['pålægstyndt skåret mørt oksefilet.', 1]
['rødtunge el. rødspættefilet', 1]
['kinesisk glasnudler', 1]
['kyllingebryst u. skind og ben', 1]
['oksefilet el. tykstegsfilet', 1]
['kylling', 1]
['colmans sennepspulver', 1]
['æblevineddike', 1]
['sød risvin el. sherry', 1]
['miso', 1]
['friskpresset citronsaft', 1]
['glasnudler', 1]
['pickles.', 1]
['perleløg.', 1]
['saltagurker', 1]
['friskkværnet hvidpeber.', 1]
['karry.', 1]
['letmælk.', 1]
['kvark eller creme fraiche 18%.', 1]
['soyasovs.', 1]
['tør hvidvin.', 1]
['oksebouillon.', 1]
['kalveinderlår eller filet.', 1]
['oksefilet uden fedt.', 1]
['oksefilet, afpudset', 1]
['frisk, høvlet parmesan', 1]
['saft af 0.5 citron eller lidt mere', 1]
['pickles', 1]
['peberrod, revet', 1]
['tatarkød', 1]
['kraftig kalvebouillon', 1]
['bøffer skåret af oksefilet, ca. 175 g pr.stk', 1]
['klippet persille el. dild', 1]
['løg, hvori er stukket 5 hele nelliker', 1]
['lauerbærblade', 1]
['velrenset torsk', 1]
['godt hvedebrød', 1]
['koriander eller bredbladet persille', 1]
['oksecuvette', 1]
['estragon eller syltede estragonblade', 1]
['feldsalat eller anden fin salat', 1]
['bøffer af oksefilet med fedtkant – hver på ca. 200 g', 1]
['bouillon terning', 1]
['strimler gul citronskal', 1]
['karryblade', 1]
['grønne chili, hakkes meget fint', 1]
['frisk ingefærrod, rives fint', 1]
['hvidløg, rives fint', 1]
['middelstore løg, finthakkede', 1]
['sennepsolie', 1]
['frøene af 2 store brune kardemomme', 1]
['anisfrø', 1]
['dijon sennep,', 1]
['crème fraiche,', 1]
['madagascarpeber,', 1]
['strudse steaks,', 1]
['mild kinesisk soya', 1]
['syltede agurker', 1]
['savojkål, fintsnittet', 1]
['svampe, evt. østershatte, champignon', 1]
['parmesan eller fåreost', 1]
['store græske oliven med sten', 1]
['ansjosfileter', 1]
['strudsebøffer 4 stk.', 1]
['finthakket eller revet frisk eller 0.5 tsk. tørret ingefær', 1]
['dusk persille', 1]
['hakket røget bacon', 1]
['mayonaise', 1]
['dildkrone', 1]
['ghee eller smør', 1]
['spinat frisk eller frossen', 1]
['middelstor tomat', 1]
['friske grønne korianderblade', 1]
['friske grønne chili', 1]
['rød eller hvid græskar skrællet eller courgette', 1]
['frisk ingefær rod', 1]
['et skvæt danskvand', 1]
['grønne chili, hakkes og bruges til pynt', 1]
['tomater, hakkes', 1]
['løg, hakkes', 1]
['hel korianderfrø', 1]
['stødt chili efter smag', 1]
['hele brune kardemomme', 1]
['hakket frisk grøn koriander', 1]
['friske krydderurter fx timian, rosmarin, salvie, merian og hvidløg', 1]
['dobbelte eller 16 enkelte lammekoteletter mindst 2 cm tykke', 1]
['lammesaddel', 1]
['enkelte lammekoteletter med ribben "skaft"', 1]
['pore', 1]
['lille lammekølle eller 1 lammebov', 1]
['piskeføde', 1]
['tørrede skovsvampe', 1]
['lammefilet skåret af lammeryggen', 1]
['frisk rosmarin eller merian', 1]
['lammefilet skåret af ryggen', 1]
['skiver hvidt brød uden skorpe', 1]
['tomater evt. fra dåse', 1]
['tørrede, knuste chili', 1]
['brede grønne bønner', 1]
['lammekød fra bov eller kølle', 1]
['lammebov, ca. 1 kg', 1]
['lyse birkes', 1]
['tørrede chili', 1]
['cashewnødder', 1]
['andefedt eller smør', 1]
['nogle omgange finmalet peber', 1]
['fint salt', 1]
['fersk spæk', 1]
['bundt bredbladet persille', 1]
['daggammelt hvidt brød uden skorpe', 1]
['aceto balsamico', 1]
['frisk hakket purløg, persille og estragon', 1]
['madagascarpeber', 1]
['f.eks. champignon, bønnespirer, peberfrugt og forårsløg.', 1]
['grøntsager', 1]
['vinblade fra dåse', 1]
['kogende lammebouillon', 1]
['pillet, hakket løg', 1]
['smør eller margarine eller 0.75 dl olie', 1]
['lammebov, ryg eller kølle', 1]
['rød peperoni', 1]
['udstenede dadler', 1]
['grofthakkede løg', 1]
['friskmalet peber.', 1]
['hel spidskommen', 1]
['hakket, magert lammekød', 1]
['gul skal af en citron', 1]
['håndfuld friske mynteblade', 1]
['bøftomater', 1]
['blancherede grønsager efter sæson', 1]
['fiskesennep rørt op med 0.25 dl vand', 1]
['lammefileter, gerne med ben', 1]
['finthakkede fed hvidløg', 1]
['mild chili efter behov', 1]
['gulerod i strimler', 1]
['friske grønne korianderblade, hakkede', 1]
['hele spidskommensfrø', 1]
['hele friske grønne chili, frøene fjernes og de hakkes', 1]
['frisk ingefærrod, skrælles og hakkes fint', 1]
['hvidløg, skrælles og hakkes fint', 1]
['middelstore løg, hakkes', 1]
['tomater, skæres i småstykker', 1]
['kartofler, skrælles og skæres i terninger', 1]
['rød eller hvid græskar skrællet eller squash, skæres i terninger', 1]
['aubergine skæres i terninger', 1]
['gule linser', 1]
['finthakket', 1]
['100 g koldt smør', 1]
['fedtnet', 1]
['lammeryg befriet for ben og sener', 1]
['grillspid', 1]
['presset citron', 1]
['fennikel skåret i småbidder', 1]
['syltede citroner', 1]
['bagekartofler i skiver', 1]
['pillede rosenkål', 1]
['lammetyksteg', 1]
['myntegele', 1]
['færdige tortillas', 1]
['squash i tynde strimler', 1]
['lammebov u. ben', 1]
['æblemost', 1]
['kogt skinke', 1]
['kogt lammekød', 1]
['lidt frisk basilikum', 1]
['citron saft herfra', 1]
['halve grønne oliven', 1]
['snittet løg', 1]
['friskrevet parmesan', 1]
['grønne krydderurter', 1]
['olivenolie og smør til bruning', 1]
['lammekroner a 350 g.', 1]
['vand el. hvidvin', 1]
['lidt frisk timian', 1]
['citron saften af', 1]
['velmodne tomater', 1]
['finthakket frisk mynte', 1]
['groft knust spidskommen', 1]
['lammekoteletter, ialt ca. 1 kg lammekam', 1]
['friske svampe', 1]
['ben og sener fra lammekølle', 1]
['lammebouillon af terning', 1]
['lys kalvebouillon', 1]
['stort løg', 1]
['friskhakket mynte', 1]
['mellemstore røde peberfrugter i tern', 1]
['sød paprika', 1]
['lammekølle, udbenet og snøret', 1]
['lammebouillon, fra terning', 1]
['lammekød, bryst eller bov', 1]
['græskar', 1]
['evt. 1 knivspids chilipasta', 1]
['timian eller 1 tsk tørret', 1]
['lammesmåkød f.eks. hals eller bov)', 1]
['tørret timian, eller en stak friske stilke', 1]
['lammebov el. lign', 1]
['tomater i tern', 1]
['ingefær, revet fint', 1]
['koriander, friskt og finthakket', 1]
['friske chilipebre, som hakkes fint', 1]
['knorr raffinesse chili & basilikum', 1]
['baconterninger', 1]
['evt. maizena til jævning', 1]
['kantareller, ca. 200 g.', 1]
['lammekølle, evt. udbenet', 1]
['knust allehånde', 1]
['groft, knust peber', 1]
['dildfrø', 1]
['lammeklump eller reelt stykke af køllen', 1]
['lammekølle uden nøgleben', 1]
['hakket kød efter behag', 1]
['citron uden skal', 1]
['rødløg skåret i både', 1]
['store rejer', 1]
['røget eller sprængt lammebryst', 1]
['kikærter, udblødt natten over', 1]
['evt. lidt spinat i tynde strimler', 1]
['eller grøn peber', 1]
['chilifrugt', 1]
['friske gulerødder', 1]
['grovmalet peber', 1]
['salatolie', 1]
['lammeschnitzler', 1]
['tabasco', 1]
['peberfrugt i små tern', 1]
['meget magert lam skåret i meget små stykker', 1]
['store, hele blade kinakål', 1]
['flåede, hakkede tomater', 1]
['spændende krydderier', 1]
['suppe eller kalvefond', 1]
['citronskal, reven', 1]
['koriander eller et par friske kviste', 1]
['lammekrone', 1]
['flødeost', 1]
['frisk, finthakket basilikum', 1]
['reven gulerod', 1]
['mosede, flåede tomater', 1]
['kogt, moset kartoffel', 1]
['flydende maggi', 1]
['dansk vand', 1]
['stort grofthakket løg', 1]
['skært kalvekød, hakket', 1]
['svinenet', 1]
['lille gulerødder', 1]
['frisk lime', 1]
['store, sorte kardemommekapsler', 1]
['kanel, hel', 1]
['ghee', 1]
['frisk koriander', 1]
['lammekød i små terninger', 1]
['græsk yoghurt', 1]
['lidt rosmarin eller timian', 1]
['evt. lidt sorte oliven', 1]
['perleløg eller alm. løg', 1]
['kryddersmør', 1]
['forskellige grøntsager', 1]
['lille knold ingefær', 1]
['karrypasta', 1]
['lille løg', 1]
['lammesmåkød, eller lammebov', 1]
['kogte rejer', 1]
